Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,DeliveryDays,On_time_delivery,LateDelivery
2024-07-27,South,Laptop,8,493.09,Store A,Retail,0.05,Diana,3747.483999999999,Credit Card,FREESHIP,0,REG100654,Cust 1023,11.49,2024-07-27,2024-08-05,Sophie,9,False,True
2024-01-04,West,Tablet,1,103.13,Store B,Wholesale,0.0,Bob,103.13,Online,FREESHIP,0,REG100656,Cust 4798,42.38,2024-01-04,2024-01-14,Wendy,10,False,True
2023-02-09,East,Monitor,1,541.9,Store A,Retail,0.05,Eva,514.805,Cash,WINTER15,0,REG100657,Cust 8305,40.35,2023-02-09,2023-02-19,Eric,10,False,True
2023-02-21,Central,Desk,11,61.81,Store C,Retail,0.05,Bob,645.9145000000001,Gift Card,WINTER15,0,REG100659,Cust 3459,47.95,2023-02-21,2023-03-03,Cameron,10,False,True
2023-08-16,Central,Desk,8,355.15,Store B,Retail,0.1,Carlos,2557.08,Online,,1,REG100660,Cust 1187,38.59,2023-08-16,2023-08-24,Cameron,8,False,True
2023-11-03,West,Monitor,11,119.84,Store D,Wholesale,0.1,Eva,1186.416,Online,SAVE10,0,REG100661,Cust 7509,16.64,2023-11-03,2023-11-11,Wendy,8,False,True
2024-10-08,South,Desk,9,446.49,Store D,Wholesale,0.15,Carlos,3415.6485,Cash,FREESHIP,0,REG100663,Cust 5943,5.77,2024-10-08,2024-10-17,Sophie,9,False,True
2023-01-09,South,Desk,16,258.82,Store D,Retail,0.1,Diana,3727.008,Online,SAVE10,0,REG100664,Cust 8364,46.93,2023-01-09,2023-01-17,Sophie,8,False,True
2023-12-25,North,Printer,9,272.68,Store D,Wholesale,0.05,Eva,2331.414,Online,SAVE10,0,REG100665,Cust 8401,16.43,2023-12-25,2024-01-02,Ryan,8,False,True
2024-05-11,Central,Monitor,12,438.77,Store C,Retail,0.0,Eva,5265.24,Debit Card,SAVE10,0,REG100666,Cust 4047,9.31,2024-05-11,2024-05-20,Cameron,9,False,True
2024-11-24,Central,Chair,12,255.93,Store B,Retail,0.0,Eva,3071.16,Cash,WINTER15,0,REG100670,Cust 4090,23.74,2024-11-24,2024-12-04,Cameron,10,False,True
2025-02-01,South,Desk,5,38.23,Store C,Wholesale,0.15,Bob,162.4775,Debit Card,,0,REG100672,Cust 5648,21.06,2025-02-01,2025-02-11,Sophie,10,False,True
2023-08-06,Central,Desk,8,548.02,Store D,Retail,0.05,Eva,4164.951999999999,Online,,0,REG100674,Cust 9280,33.4,2023-08-06,2023-08-13,Cameron,7,False,True
2024-01-23,North,Printer,8,50.72,Store A,Wholesale,0.05,Carlos,385.472,Debit Card,,0,REG100677,Cust 7780,12.35,2024-01-23,2024-01-30,Ryan,7,False,True
2024-11-22,East,Chair,3,536.97,Store C,Wholesale,0.0,Carlos,1610.91,Debit Card,,0,REG100683,Cust 8372,13.86,2024-11-22,2024-12-01,Eric,9,False,True
2024-04-13,West,Chair,15,553.01,Store A,Retail,0.1,Carlos,7465.635,Credit Card,SAVE10,1,REG100684,Cust 1935,23.3,2024-04-13,2024-04-21,Wendy,8,False,True
2025-01-30,North,Phone,17,179.32,Store A,Retail,0.1,Bob,2743.596,Debit Card,SAVE10,1,REG100688,Cust 5760,26.74,2025-01-30,2025-02-06,Ryan,7,False,True
2023-05-17,South,Chair,1,396.35,Store B,Retail,0.15,Frank,336.8975,Debit Card,SAVE10,1,REG100689,Cust 3037,19.89,2023-05-17,2023-05-25,Sophie,8,False,True
2024-01-27,Central,Desk,17,108.48,Store A,Wholesale,0.1,Carlos,1659.744,Online,,1,REG100690,Cust 9828,48.9,2024-01-27,2024-02-05,Cameron,9,False,True
2025-05-26,East,Printer,10,149.67,Store D,Retail,0.1,Carlos,1347.03,Cash,FREESHIP,1,REG100691,Cust 5297,49.67,2025-05-26,2025-06-02,Eric,7,False,True
2025-03-09,North,Phone,1,506.41,Store D,Wholesale,0.0,Bob,506.41,Cash,,0,REG100692,Cust 6785,17.9,2025-03-09,2025-03-17,Ryan,8,False,True
2024-02-22,West,Tablet,6,345.9,Store B,Retail,0.15,Frank,1764.09,Credit Card,WINTER15,0,REG100693,Cust 1344,30.58,2024-02-22,2024-03-03,Wendy,10,False,True
2024-01-09,Central,Printer,11,404.88,Store A,Wholesale,0.05,Alice,4230.996,Gift Card,SAVE10,0,REG100695,Cust 3721,18.92,2024-01-09,2024-01-16,Cameron,7,False,True
2025-05-05,North,Desk,9,292.46,Store A,Wholesale,0.05,Carlos,2500.533,Credit Card,,0,REG100696,Cust 1486,34.26,2025-05-05,2025-05-14,Ryan,9,False,True
2024-11-24,South,Monitor,12,173.79,Store D,Retail,0.15,Eva,1772.658,Credit Card,,0,REG100701,Cust 3098,21.23,2024-11-24,2024-12-04,Sophie,10,False,True
2024-04-23,Central,Monitor,13,439.75,Store A,Wholesale,0.0,Frank,5716.75,Online,,1,REG100702,Cust 7942,12.23,2024-04-23,2024-05-02,Cameron,9,False,True
2024-11-11,Central,Desk,2,239.69,Store C,Retail,0.0,Diana,479.38,Credit Card,WINTER15,0,REG100706,Cust 9873,28.96,2024-11-11,2024-11-19,Cameron,8,False,True
2024-10-17,Central,Tablet,8,39.79,Store C,Retail,0.1,Bob,286.488,Credit Card,SAVE10,0,REG100707,Cust 3652,46.16,2024-10-17,2024-10-26,Cameron,9,False,True
2023-07-29,East,Laptop,18,175.81,Store C,Retail,0.0,Eva,3164.58,Gift Card,WINTER15,1,REG100709,Cust 5369,26.97,2023-07-29,2023-08-07,Eric,9,False,True
2025-03-10,North,Tablet,9,507.74,Store D,Retail,0.15,Bob,3884.211,Cash,FREESHIP,1,REG100712,Cust 1559,22.08,2025-03-10,2025-03-17,Ryan,7,False,True
2025-05-21,West,Monitor,1,319.49,Store C,Wholesale,0.15,Diana,271.5665,Online,FREESHIP,1,REG100715,Cust 9555,18.1,2025-05-21,2025-05-31,Wendy,10,False,True
2023-04-14,East,Laptop,20,87.47,Store B,Retail,0.0,Carlos,1749.4,Online,WINTER15,0,REG100718,Cust 5016,48.48,2023-04-14,2023-04-23,Eric,9,False,True
2024-05-20,North,Tablet,16,427.68,Store A,Retail,0.1,Carlos,6158.592000000001,Debit Card,,0,REG100721,Cust 4807,18.72,2024-05-20,2024-05-29,Ryan,9,False,True
2023-07-12,South,Chair,4,444.87,Store B,Retail,0.15,Carlos,1512.558,Online,FREESHIP,0,REG100725,Cust 4560,47.14,2023-07-12,2023-07-21,Sophie,9,False,True
2024-01-17,East,Laptop,7,322.11,Store C,Wholesale,0.1,Diana,2029.293,Debit Card,SAVE10,0,REG100730,Cust 1267,19.91,2024-01-17,2024-01-27,Eric,10,False,True
2025-04-05,Central,Monitor,2,231.96,Store B,Retail,0.1,Alice,417.528,Debit Card,,1,REG100731,Cust 8150,32.66,2025-04-05,2025-04-14,Cameron,9,False,True
2025-01-10,West,Tablet,3,98.15,Store D,Wholesale,0.15,Diana,250.2825,Debit Card,SAVE10,0,REG100735,Cust 7235,46.37,2025-01-10,2025-01-18,Wendy,8,False,True
2024-08-10,Central,Desk,4,529.03,Store B,Wholesale,0.05,Carlos,2010.314,Online,SAVE10,0,REG100738,Cust 5411,25.96,2024-08-10,2024-08-20,Cameron,10,False,True
2024-06-18,South,Chair,17,504.08,Store A,Wholesale,0.1,Diana,7712.424000000001,Online,SAVE10,0,REG100743,Cust 8018,26.47,2024-06-18,2024-06-26,Sophie,8,False,True
2024-10-29,South,Laptop,2,267.36,Store B,Wholesale,0.05,Frank,507.984,Online,,0,REG100745,Cust 7020,21.36,2024-10-29,2024-11-07,Sophie,9,False,True
2024-06-14,North,Monitor,19,596.03,Store C,Retail,0.15,Eva,9625.8845,Debit Card,,0,REG100750,Cust 2801,31.95,2024-06-14,2024-06-23,Ryan,9,False,True
2023-11-30,West,Desk,6,182.4,Store B,Wholesale,0.0,Alice,1094.4,Online,FREESHIP,1,REG100751,Cust 8206,49.49,2023-11-30,2023-12-09,Wendy,9,False,True
2024-04-21,North,Laptop,10,400.95,Store C,Retail,0.05,Carlos,3809.025,Online,,0,REG100752,Cust 5277,17.46,2024-04-21,2024-04-30,Ryan,9,False,True
2025-03-16,North,Tablet,12,260.31,Store C,Retail,0.1,Bob,2811.348,Cash,SAVE10,0,REG100755,Cust 7013,14.58,2025-03-16,2025-03-24,Ryan,8,False,True
2024-12-20,East,Laptop,2,548.72,Store A,Wholesale,0.1,Frank,987.696,Credit Card,FREESHIP,1,REG100757,Cust 5239,26.35,2024-12-20,2024-12-29,Eric,9,False,True
2023-08-22,North,Printer,8,343.53,Store A,Wholesale,0.0,Frank,2748.24,Cash,,0,REG100758,Cust 4703,16.1,2023-08-22,2023-09-01,Ryan,10,False,True
2023-03-04,North,Tablet,13,494.78,Store A,Wholesale,0.15,Diana,5467.319,Cash,FREESHIP,0,REG100759,Cust 7224,5.85,2023-03-04,2023-03-13,Ryan,9,False,True
2024-06-24,North,Laptop,9,36.62,Store B,Wholesale,0.1,Eva,296.622,Debit Card,FREESHIP,1,REG100760,Cust 4751,29.9,2024-06-24,2024-07-01,Ryan,7,False,True
2024-01-22,East,Printer,11,277.95,Store A,Retail,0.05,Frank,2904.5775,Gift Card,WINTER15,0,REG100764,Cust 2835,44.04,2024-01-22,2024-01-29,Eric,7,False,True
2025-03-12,East,Desk,14,554.08,Store A,Retail,0.05,Diana,7369.264,Cash,,0,REG100765,Cust 4286,36.72,2025-03-12,2025-03-21,Eric,9,False,True
2024-05-23,East,Desk,4,20.96,Store D,Wholesale,0.05,Bob,79.648,Online,FREESHIP,1,REG100767,Cust 5926,33.67,2024-05-23,2024-05-31,Eric,8,False,True
2023-08-07,West,Printer,5,596.97,Store A,Retail,0.0,Eva,2984.85,Cash,SAVE10,0,REG100772,Cust 3767,14.43,2023-08-07,2023-08-14,Wendy,7,False,True
2023-03-20,East,Chair,7,307.82,Store B,Wholesale,0.0,Eva,2154.74,Debit Card,WINTER15,1,REG100775,Cust 1254,14.0,2023-03-20,2023-03-27,Eric,7,False,True
2024-05-19,East,Desk,17,238.17,Store D,Wholesale,0.15,Frank,3441.5565,Cash,FREESHIP,0,REG100778,Cust 7725,21.64,2024-05-19,2024-05-29,Eric,10,False,True
2023-03-04,North,Printer,10,450.71,Store B,Retail,0.1,Bob,4056.389999999999,Gift Card,SAVE10,0,REG100779,Cust 9210,21.31,2023-03-04,2023-03-12,Ryan,8,False,True
2024-06-05,West,Phone,5,206.42,Store D,Retail,0.05,Alice,980.495,Debit Card,WINTER15,0,REG100782,Cust 3606,35.51,2024-06-05,2024-06-13,Wendy,8,False,True
2024-07-09,East,Printer,4,256.83,Store A,Wholesale,0.15,Carlos,873.2219999999999,Cash,,1,REG100783,Cust 5865,44.72,2024-07-09,2024-07-17,Eric,8,False,True
2025-06-21,South,Tablet,3,583.38,Store B,Retail,0.15,Diana,1487.619,Cash,WINTER15,1,REG100785,Cust 6113,30.12,2025-06-21,2025-06-30,Sophie,9,False,True
2025-04-05,West,Chair,19,267.03,Store D,Wholesale,0.15,Bob,4312.5345,Online,SAVE10,1,REG100787,Cust 3936,35.82,2025-04-05,2025-04-13,Wendy,8,False,True
2024-03-05,South,Printer,7,77.69,Store D,Wholesale,0.0,Carlos,543.8299999999999,Credit Card,SAVE10,0,REG100788,Cust 3937,41.89,2024-03-05,2024-03-12,Sophie,7,False,True
2024-11-16,West,Tablet,17,266.83,Store D,Retail,0.05,Frank,4309.304499999999,Credit Card,WINTER15,0,REG100791,Cust 8826,32.52,2024-11-16,2024-11-23,Wendy,7,False,True
2024-04-20,West,Chair,5,316.76,Store B,Retail,0.05,Alice,1504.61,Gift Card,FREESHIP,1,REG100793,Cust 2685,12.7,2024-04-20,2024-04-30,Wendy,10,False,True
2025-02-21,West,Chair,3,264.08,Store A,Retail,0.1,Diana,713.0160000000001,Online,,0,REG100796,Cust 8530,25.39,2025-02-21,2025-03-02,Wendy,9,False,True
2025-06-24,East,Tablet,5,137.56,Store C,Wholesale,0.15,Diana,584.63,Debit Card,SAVE10,0,REG100797,Cust 4522,6.45,2025-06-24,2025-07-01,Eric,7,False,True
2023-11-28,Central,Laptop,8,157.93,Store B,Retail,0.15,Diana,1073.924,Online,SAVE10,0,REG100798,Cust 9619,6.31,2023-11-28,2023-12-05,Cameron,7,False,True
2024-04-08,North,Desk,6,126.86,Store C,Wholesale,0.05,Eva,723.102,Debit Card,FREESHIP,0,REG100799,Cust 1637,35.49,2024-04-08,2024-04-17,Ryan,9,False,True
2025-01-07,North,Chair,15,240.05,Store C,Retail,0.05,Carlos,3420.7125,Credit Card,FREESHIP,0,REG100800,Cust 6914,14.31,2025-01-07,2025-01-14,Ryan,7,False,True
2023-02-24,South,Tablet,3,37.63,Store A,Wholesale,0.1,Carlos,101.601,Debit Card,FREESHIP,0,REG100801,Cust 5737,43.7,2023-02-24,2023-03-03,Sophie,7,False,True
2023-10-19,East,Chair,13,393.1,Store B,Wholesale,0.1,Alice,4599.27,Online,,0,REG100802,Cust 5301,12.64,2023-10-19,2023-10-26,Eric,7,False,True
2023-06-21,Central,Desk,10,110.07,Store B,Wholesale,0.0,Frank,1100.7,Credit Card,,0,REG100804,Cust 8480,18.47,2023-06-21,2023-06-29,Cameron,8,False,True
2025-01-03,Central,Desk,10,451.14,Store A,Retail,0.0,Bob,4511.4,Gift Card,FREESHIP,0,REG100806,Cust 7132,29.96,2025-01-03,2025-01-13,Cameron,10,False,True
2023-02-23,West,Printer,16,509.08,Store C,Wholesale,0.0,Carlos,8145.28,Online,FREESHIP,0,REG100807,Cust 4240,37.53,2023-02-23,2023-03-02,Wendy,7,False,True
2023-03-16,North,Monitor,14,565.45,Store D,Wholesale,0.1,Eva,7124.670000000001,Online,WINTER15,0,REG100810,Cust 1731,24.4,2023-03-16,2023-03-25,Ryan,9,False,True
2023-05-06,East,Desk,14,175.66,Store B,Wholesale,0.05,Bob,2336.278,Cash,SAVE10,0,REG100813,Cust 6830,26.12,2023-05-06,2023-05-14,Eric,8,False,True
2024-08-15,South,Tablet,3,437.97,Store C,Wholesale,0.05,Eva,1248.2145,Cash,SAVE10,1,REG100814,Cust 5351,23.29,2024-08-15,2024-08-22,Sophie,7,False,True
2023-08-23,South,Printer,12,411.59,Store B,Wholesale,0.15,Diana,4198.218,Cash,FREESHIP,0,REG100815,Cust 5845,19.17,2023-08-23,2023-08-31,Sophie,8,False,True
2025-04-13,South,Laptop,1,163.29,Store B,Retail,0.0,Diana,163.29,Credit Card,WINTER15,0,REG100816,Cust 7004,21.15,2025-04-13,2025-04-22,Sophie,9,False,True
2023-03-27,South,Desk,7,290.22,Store A,Retail,0.1,Alice,1828.386,Cash,WINTER15,0,REG100819,Cust 5826,33.15,2023-03-27,2023-04-04,Sophie,8,False,True
2023-06-21,North,Printer,11,577.1,Store C,Retail,0.15,Frank,5395.885,Cash,SAVE10,0,REG100821,Cust 9397,13.16,2023-06-21,2023-06-28,Ryan,7,False,True
2023-05-12,Central,Printer,10,50.1,Store A,Wholesale,0.1,Bob,450.9,Cash,FREESHIP,1,REG100822,Cust 6665,23.43,2023-05-12,2023-05-19,Cameron,7,False,True
2024-04-20,East,Printer,5,550.65,Store A,Retail,0.15,Bob,2340.2625,Gift Card,,0,REG100828,Cust 2899,16.82,2024-04-20,2024-04-27,Eric,7,False,True
2025-02-06,West,Printer,4,473.91,Store A,Retail,0.05,Eva,1800.858,Credit Card,SAVE10,0,REG100829,Cust 5322,29.22,2025-02-06,2025-02-14,Wendy,8,False,True
2024-11-01,North,Phone,2,437.04,Store C,Wholesale,0.0,Frank,874.08,Credit Card,SAVE10,1,REG100831,Cust 7487,37.37,2024-11-01,2024-11-08,Ryan,7,False,True
2024-08-12,West,Desk,5,448.86,Store C,Wholesale,0.15,Frank,1907.655,Credit Card,SAVE10,1,REG100832,Cust 5481,21.22,2024-08-12,2024-08-21,Wendy,9,False,True
2025-04-08,Central,Phone,14,299.94,Store D,Retail,0.0,Carlos,4199.16,Gift Card,FREESHIP,0,REG100833,Cust 3150,21.04,2025-04-08,2025-04-17,Cameron,9,False,True
2025-06-02,South,Printer,14,194.31,Store C,Wholesale,0.15,Frank,2312.289,Debit Card,FREESHIP,0,REG100838,Cust 9648,15.3,2025-06-02,2025-06-09,Sophie,7,False,True
2024-11-21,West,Phone,5,69.29,Store C,Wholesale,0.0,Carlos,346.45,Credit Card,,0,REG100839,Cust 1974,20.83,2024-11-21,2024-11-29,Wendy,8,False,True
2024-11-09,West,Monitor,7,83.32,Store D,Wholesale,0.05,Carlos,554.078,Cash,FREESHIP,0,REG100843,Cust 7788,23.4,2024-11-09,2024-11-17,Wendy,8,False,True
2023-12-29,South,Chair,18,491.76,Store A,Wholesale,0.15,Eva,7523.928,Credit Card,SAVE10,0,REG100849,Cust 5606,37.49,2023-12-29,2024-01-05,Sophie,7,False,True
2024-05-06,East,Chair,18,343.68,Store B,Retail,0.0,Eva,6186.24,Gift Card,SAVE10,0,REG100851,Cust 9517,20.37,2024-05-06,2024-05-14,Eric,8,False,True
2023-03-01,East,Phone,1,31.42,Store B,Retail,0.05,Bob,29.849,Credit Card,SAVE10,0,REG100854,Cust 1736,11.35,2023-03-01,2023-03-09,Eric,8,False,True
2023-04-29,North,Chair,9,90.87,Store D,Retail,0.15,Carlos,695.1555,Debit Card,WINTER15,0,REG100857,Cust 6525,26.56,2023-04-29,2023-05-08,Ryan,9,False,True
2023-03-22,North,Printer,17,194.97,Store A,Retail,0.15,Carlos,2817.3165,Gift Card,SAVE10,1,REG100860,Cust 4035,5.59,2023-03-22,2023-03-30,Ryan,8,False,True
2023-09-05,East,Monitor,5,367.61,Store C,Retail,0.0,Alice,1838.05,Credit Card,SAVE10,0,REG100861,Cust 1654,19.55,2023-09-05,2023-09-13,Eric,8,False,True
2023-02-26,East,Laptop,17,575.5,Store D,Retail,0.05,Alice,9294.325,Debit Card,FREESHIP,0,REG100862,Cust 1823,13.42,2023-02-26,2023-03-05,Eric,7,False,True
2024-03-22,Central,Laptop,6,453.86,Store B,Retail,0.15,Alice,2314.686,Credit Card,,0,REG100866,Cust 9508,45.32,2024-03-22,2024-03-31,Cameron,9,False,True
2023-04-22,South,Tablet,19,537.7,Store D,Wholesale,0.0,Bob,10216.3,Online,SAVE10,0,REG100867,Cust 1186,45.83,2023-04-22,2023-05-02,Sophie,10,False,True
2024-10-04,East,Tablet,12,181.96,Store D,Retail,0.15,Eva,1855.992,Gift Card,WINTER15,0,REG100871,Cust 6428,25.06,2024-10-04,2024-10-11,Eric,7,False,True
2025-02-23,West,Chair,18,403.68,Store A,Retail,0.15,Carlos,6176.304,Cash,FREESHIP,0,REG100878,Cust 8050,13.09,2025-02-23,2025-03-04,Wendy,9,False,True
2023-02-22,East,Printer,14,346.57,Store B,Retail,0.1,Carlos,4366.782,Debit Card,FREESHIP,0,REG100879,Cust 2434,36.83,2023-02-22,2023-03-02,Eric,8,False,True
2024-10-18,North,Printer,7,392.79,Store C,Wholesale,0.0,Eva,2749.53,Gift Card,WINTER15,0,REG100880,Cust 9089,45.85,2024-10-18,2024-10-28,Ryan,10,False,True
2024-12-09,Central,Monitor,19,62.07,Store D,Retail,0.1,Diana,1061.397,Debit Card,FREESHIP,0,REG100885,Cust 8602,14.85,2024-12-09,2024-12-19,Cameron,10,False,True
2023-05-10,Central,Tablet,11,529.2,Store A,Wholesale,0.05,Bob,5530.14,Credit Card,,1,REG100886,Cust 9131,16.78,2023-05-10,2023-05-20,Cameron,10,False,True
2024-10-10,South,Chair,8,72.48,Store A,Wholesale,0.1,Carlos,521.856,Debit Card,,1,REG100889,Cust 4472,26.92,2024-10-10,2024-10-17,Sophie,7,False,True
2023-05-05,West,Chair,16,541.96,Store C,Retail,0.1,Eva,7804.224000000001,Cash,SAVE10,1,REG100893,Cust 3511,9.93,2023-05-05,2023-05-13,Wendy,8,False,True
2025-03-08,South,Monitor,16,217.74,Store A,Wholesale,0.15,Frank,2961.264,Cash,FREESHIP,1,REG100895,Cust 2840,25.11,2025-03-08,2025-03-15,Sophie,7,False,True
2023-01-17,North,Printer,15,19.17,Store A,Wholesale,0.0,Carlos,287.55,Gift Card,FREESHIP,1,REG100896,Cust 3811,48.93,2023-01-17,2023-01-27,Ryan,10,False,True
2023-08-28,South,Phone,11,393.61,Store D,Wholesale,0.05,Frank,4113.2245,Debit Card,WINTER15,0,REG100900,Cust 1756,32.57,2023-08-28,2023-09-06,Sophie,9,False,True
2023-08-01,North,Printer,8,141.28,Store D,Wholesale,0.05,Frank,1073.728,Online,FREESHIP,0,REG100901,Cust 8150,28.69,2023-08-01,2023-08-10,Ryan,9,False,True
2025-02-12,West,Phone,13,227.64,Store C,Retail,0.15,Frank,2515.422,Cash,FREESHIP,1,REG100902,Cust 8999,46.67,2025-02-12,2025-02-20,Wendy,8,False,True
2024-05-05,West,Desk,16,301.07,Store B,Retail,0.1,Carlos,4335.408,Gift Card,WINTER15,0,REG100905,Cust 2482,5.58,2024-05-05,2024-05-14,Wendy,9,False,True
2024-01-08,South,Monitor,13,285.28,Store D,Retail,0.0,Eva,3708.639999999999,Gift Card,SAVE10,0,REG100906,Cust 4078,31.2,2024-01-08,2024-01-15,Sophie,7,False,True
2025-04-03,North,Laptop,12,276.42,Store C,Retail,0.15,Carlos,2819.484,Online,,0,REG100909,Cust 5042,30.57,2025-04-03,2025-04-12,Ryan,9,False,True
2025-01-15,North,Desk,18,375.83,Store C,Retail,0.1,Carlos,6088.446,Gift Card,,0,REG100912,Cust 6993,15.13,2025-01-15,2025-01-23,Ryan,8,False,True
2024-02-26,East,Monitor,13,585.88,Store B,Retail,0.15,Carlos,6473.973999999999,Credit Card,WINTER15,0,REG100914,Cust 3082,42.18,2024-02-26,2024-03-07,Eric,10,False,True
2024-06-27,South,Chair,12,369.54,Store B,Retail,0.05,Diana,4212.756,Debit Card,WINTER15,1,REG100917,Cust 7034,39.16,2024-06-27,2024-07-05,Sophie,8,False,True
2024-05-20,South,Monitor,13,284.3,Store A,Wholesale,0.05,Bob,3511.105,Online,WINTER15,0,REG100918,Cust 7218,48.73,2024-05-20,2024-05-27,Sophie,7,False,True
2024-11-06,East,Monitor,11,200.3,Store D,Retail,0.1,Eva,1982.97,Debit Card,WINTER15,1,REG100920,Cust 1252,48.27,2024-11-06,2024-11-13,Eric,7,False,True
2025-02-12,North,Printer,4,75.8,Store C,Retail,0.15,Carlos,257.72,Credit Card,SAVE10,0,REG100921,Cust 6679,12.22,2025-02-12,2025-02-20,Ryan,8,False,True
2024-08-18,North,Tablet,19,181.18,Store A,Wholesale,0.05,Carlos,3270.299,Credit Card,FREESHIP,0,REG100923,Cust 9361,12.04,2024-08-18,2024-08-26,Ryan,8,False,True
2025-04-28,North,Laptop,6,81.96,Store D,Wholesale,0.05,Diana,467.172,Credit Card,WINTER15,0,REG100925,Cust 3049,26.43,2025-04-28,2025-05-08,Ryan,10,False,True
2025-02-20,South,Chair,19,586.49,Store A,Wholesale,0.1,Eva,10028.979,Cash,SAVE10,0,REG100933,Cust 1469,19.85,2025-02-20,2025-03-02,Sophie,10,False,True
2024-11-10,East,Laptop,6,62.43,Store A,Wholesale,0.0,Diana,374.58,Gift Card,WINTER15,0,REG100937,Cust 7891,17.85,2024-11-10,2024-11-18,Eric,8,False,True
2024-02-21,East,Desk,5,34.06,Store D,Wholesale,0.05,Diana,161.785,Gift Card,,0,REG100939,Cust 9045,19.72,2024-02-21,2024-03-02,Eric,10,False,True
2024-05-05,South,Printer,3,89.72,Store D,Wholesale,0.1,Alice,242.244,Gift Card,WINTER15,0,REG100941,Cust 6920,32.67,2024-05-05,2024-05-13,Sophie,8,False,True
2025-01-04,South,Chair,2,194.97,Store A,Retail,0.0,Diana,389.94,Credit Card,SAVE10,0,REG100943,Cust 4189,9.89,2025-01-04,2025-01-14,Sophie,10,False,True
2024-12-23,Central,Printer,12,171.91,Store B,Retail,0.05,Eva,1959.774,Credit Card,WINTER15,0,REG100944,Cust 6267,34.36,2024-12-23,2025-01-02,Cameron,10,False,True
2023-01-29,Central,Laptop,17,535.88,Store A,Wholesale,0.05,Bob,8654.462,Gift Card,,0,REG100945,Cust 7753,26.12,2023-01-29,2023-02-08,Cameron,10,False,True
2025-02-21,North,Phone,13,135.98,Store C,Wholesale,0.0,Frank,1767.74,Online,WINTER15,0,REG100949,Cust 7195,28.35,2025-02-21,2025-03-01,Ryan,8,False,True
2024-03-29,East,Monitor,6,509.48,Store B,Wholesale,0.0,Alice,3056.88,Debit Card,WINTER15,0,REG100951,Cust 8931,35.92,2024-03-29,2024-04-06,Eric,8,False,True
2024-01-25,North,Printer,2,27.43,Store B,Retail,0.15,Frank,46.631,Online,WINTER15,0,REG100956,Cust 1211,6.15,2024-01-25,2024-02-01,Ryan,7,False,True
2025-05-31,South,Monitor,3,390.28,Store B,Retail,0.0,Frank,1170.84,Online,WINTER15,1,REG100959,Cust 9338,45.22,2025-05-31,2025-06-10,Sophie,10,False,True
2023-07-14,North,Chair,12,116.96,Store D,Wholesale,0.0,Alice,1403.52,Gift Card,WINTER15,0,REG100962,Cust 7088,22.04,2023-07-14,2023-07-22,Ryan,8,False,True
2025-02-02,West,Tablet,11,155.49,Store D,Retail,0.05,Frank,1624.8705,Cash,,0,REG100964,Cust 9046,47.01,2025-02-02,2025-02-12,Wendy,10,False,True
2024-05-06,South,Printer,20,270.2,Store A,Wholesale,0.0,Diana,5404.0,Credit Card,WINTER15,0,REG100965,Cust 6859,6.8,2024-05-06,2024-05-15,Sophie,9,False,True
2025-01-29,North,Laptop,11,431.51,Store C,Wholesale,0.1,Carlos,4271.949,Debit Card,SAVE10,0,REG100967,Cust 1146,22.83,2025-01-29,2025-02-05,Ryan,7,False,True
2024-04-11,West,Chair,19,344.92,Store C,Wholesale,0.0,Eva,6553.48,Cash,WINTER15,0,REG100969,Cust 8519,6.91,2024-04-11,2024-04-20,Wendy,9,False,True
2024-05-03,Central,Chair,7,511.46,Store C,Retail,0.1,Eva,3222.198,Cash,FREESHIP,0,REG100970,Cust 3422,19.2,2024-05-03,2024-05-12,Cameron,9,False,True
2024-10-14,East,Monitor,7,150.6,Store A,Wholesale,0.15,Bob,896.07,Cash,WINTER15,1,REG100971,Cust 9638,15.52,2024-10-14,2024-10-21,Eric,7,False,True
2023-03-03,North,Chair,16,571.26,Store C,Wholesale,0.15,Bob,7769.136,Gift Card,SAVE10,0,REG100974,Cust 7808,6.13,2023-03-03,2023-03-12,Ryan,9,False,True
2025-04-30,Central,Laptop,5,563.7,Store A,Retail,0.0,Bob,2818.5,Online,SAVE10,0,REG100976,Cust 7348,29.28,2025-04-30,2025-05-07,Cameron,7,False,True
2024-08-26,North,Monitor,9,364.88,Store C,Wholesale,0.05,Bob,3119.724,Cash,SAVE10,0,REG100978,Cust 4002,40.26,2024-08-26,2024-09-05,Ryan,10,False,True
2023-11-10,South,Monitor,7,368.27,Store C,Wholesale,0.15,Carlos,2191.2065,Online,WINTER15,0,REG100979,Cust 6675,28.98,2023-11-10,2023-11-20,Sophie,10,False,True
2023-03-30,Central,Tablet,10,338.75,Store A,Wholesale,0.15,Carlos,2879.375,Cash,WINTER15,1,REG100983,Cust 7758,36.56,2023-03-30,2023-04-06,Cameron,7,False,True
2024-03-04,North,Desk,2,239.04,Store A,Wholesale,0.0,Bob,478.08,Debit Card,SAVE10,1,REG100984,Cust 3396,43.84,2024-03-04,2024-03-11,Ryan,7,False,True
2024-09-20,West,Monitor,6,551.13,Store D,Retail,0.0,Carlos,3306.78,Gift Card,FREESHIP,0,REG100986,Cust 1113,14.67,2024-09-20,2024-09-29,Wendy,9,False,True
